Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,1.004464030265808,0.9079239964485168,0.9363840222358704,0.9994419813156128,535796800.0,0.8545407056808472
2000-01-04,0.9877229928970337,0.9034600257873535,0.966517984867096,0.9151790142059326,512377600.0,0.7824944257736206
2000-01-05,0.9871649742126465,0.919642984867096,0.9263389706611633,0.9285709857940674,778321600.0,0.7939447164535522
2000-01-06,0.955357015132904,0.8482139706611633,0.9475449919700623,0.8482139706611633,767972800.0,0.7252381443977356
2000-01-07,0.9017860293388367,0.8526790142059326,0.861607015132904,0.888392984867096,460734400.0,0.7595918774604797
2000-01-10,0.9129459857940674,0.845982015132904,0.9107139706611633,0.872767984867096,505064000.0,0.7462321519851685
2000-01-11,0.8872770071029663,0.8080360293388367,0.8565850257873535,0.828125,441548800.0,0.7080617547035217
2000-01-12,0.8526790142059326,0.7723209857940674,0.8482139706611633,0.7784600257873535,976068800.0,0.6655972003936768
2000-01-13,0.8816959857940674,0.825892984867096,0.8436099886894226,0.8638389706611633,1032684800.0,0.7385976910591125
2000-01-14,0.9129459857940674,0.8872770071029663,0.892857015132904,0.896763026714325,390376000.0,0.766748309135437
2000-01-18,0.9464290142059326,0.896763026714325,0.9017860293388367,0.928013026714325,459177600.0,0.79346764087677
2000-01-19,0.970982015132904,0.9229909777641296,0.9430800080299377,0.9514510035514832,597643200.0,0.8135076761245728
2000-01-20,1.0848209857940674,1.0133930444717407,1.03125,1.0133930444717407,1831132800.0,0.8664693236351013
2000-01-21,1.020089030265808,0.9838169813156128,1.020089030265808,0.993861973285675,495924800.0,0.8497698307037354
2000-01-24,1.0066959857940674,0.9386159777641296,0.9681919813156128,0.9486610293388367,440876800.0,0.8111222386360168
2000-01-25,1.010045051574707,0.9140629768371582,0.9375,1.0022319555282593,497145600.0,0.8569265007972717
2000-01-26,1.019531011581421,0.9799110293388367,0.982142984867096,0.9838169813156128,367158400.0,0.841181218624115
2000-01-27,1.0089290142059326,0.955357015132904,0.9715399742126465,0.982142984867096,340144000.0,0.8397497534751892
2000-01-28,0.9899550080299377,0.8984379768371582,0.9659600257873535,0.9073659777641296,423348800.0,0.7758141756057739
2000-01-31,0.9274550080299377,0.84375,0.9017860293388367,0.9263389706611633,701680000.0,0.7920362949371338
2000-02-01,0.9375,0.892857015132904,0.9285709857940674,0.8950889706611633,318035200.0,0.7653170228004456
2000-02-02,0.9118300080299377,0.8660709857940674,0.8995540142059326,0.8822540044784546,464195200.0,0.7543430328369141
2000-02-03,0.9308040142059326,0.8950889706611633,0.8956469893455505,0.9224330186843872,475193600.0,0.7886965870857239
2000-02-04,0.982142984867096,0.9252229928970337,0.928013026714325,0.9642860293388367,425320000.0,0.8244819641113281
2000-02-07,1.020089030265808,0.9458709955215454,0.9642860293388367,1.0184149742126465,441067200.0,0.8707633018493652
2000-02-08,1.036829948425293,0.9933040142059326,1.0178569555282593,1.025670051574707,408643200.0,0.876966118812561
2000-02-09,1.0457589626312256,1.003906011581421,1.0189729928970337,1.005579948425293,299364800.0,0.8597888946533203
2000-02-10,1.0167410373687744,0.982142984867096,1.0078129768371582,1.0133930444717407,302982400.0,0.8664693236351013
2000-02-11,1.0189729928970337,0.966517984867096,1.0145089626312256,0.970982015132904,212251200.0,0.8302070498466492
2000-02-14,1.0345979928970337,0.9698659777641296,0.9760040044784546,1.0340399742126465,367539200.0,0.8841228485107422
2000-02-15,1.0708709955215454,1.0284600257873535,1.0290180444717407,1.0625,485744000.0,0.9084564447402954
2000-02-16,1.0546879768371582,1.0011160373687744,1.051339030265808,1.0189729928970337,378246400.0,0.8712402582168579
2000-02-17,1.03125,1.010045051574707,1.0284600257873535,1.025670051574707,289497600.0,0.876966118812561
2000-02-18,1.0301339626312256,0.9899550080299377,1.0234379768371582,0.9933040142059326,233441600.0,0.8492926359176636
